Household_Id	Acres [EUPATH_0000026]	Air bricks [EUPATH_0000018]	Animal-drawn cart [EUPATH_0000166]	Bank account [EUPATH_0000167]	Bed [ENVO_00000501]	Bicycle [ENVO_01000614]	Boat with a motor [EUPATH_0000179]	Boat without a motor [EUPATH_0000170]	Car or truck [EUPATH_0000171]	Cassette player [ENVO_01000578]	Chair [ENVO_01000586]	Clock [ENVO_01000596]	Cooking fuel [EUPATH_0000023]	Country [ENVO_00000009]	Cupboard [ENVO_01000595]	Drinking water source [ENVO_00003064]	Dwelling type [ENVO_01000744]	Eaves [ENVO_01000825]	Electricity [EUPATH_0021084]	Floor material [EUPATH_0000006]	Food problems per week [EUPATH_0000029]	Household wealth index, categorical [EUPATH_0000143]	Household wealth index, numerical [EUPATH_0000014]	Human waste facilities [EUPATH_0000335]	Landline phone [ENVO_01000582]	Lighting source [OBI_0400065]	Meals per day [EUPATH_0000027]	Meat meals per week [EUPATH_0000028]	Mobile phone [ENVO_01000581]	Motorcycle or scooter [ENVO_01000615]	Persons living in house count [EUPATH_0000019]	Radio [ENVO_01000577]	Refrigerator [ENVO_01000583]	Roof material [EUPATH_0000003]	Sleeping places count [EUPATH_0000201]	Sleeping rooms in dwelling count [EUPATH_0000025]	Sofa [ENVO_01000588]	Sub-county in Uganda [EUPATH_0000054]	Table [ENVO_01000584]	Television [ENVO_01000579]	Wall material [EUPATH_0000009]	Watch [EUPATH_0000186]
h_337004501	3	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected spring	Modern	Closed	No	Cement/concrete	Sometimes	Middle	.74857438	["Covered pit latrine no slab"]	No	Solar	2	2	Yes	No	3	Yes	No	Metal	3	2	Yes	Kihihi	Yes	No	Cement	No
h_332003601	2	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	River/stream	Traditional	Closed	No	Earth or sand	Seldom	Least poor	1.1006227	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	2	Yes	Yes	6	Yes	No	Metal	3	3	Yes	Kihihi	Yes	No	Mud	No
h_363000305	2	Unscreened airbricks	No	Yes	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Protected public well	Modern	Closed	No	Earth or sand	Seldom	Middle	.30518284	["Covered pit latrine no slab"]	No	Paraffin - hurricane lamp	3	1	Yes	Yes	6	Yes	No	Metal	2	1	No	Kihihi	No	No	Cement	No
h_323000101	20	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	Yes	Public tap	Traditional	Open	No	Earth or sand	Seldom	Least poor	2.1904504	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	Yes	No	7	Yes	No	Metal	4	3	No	Kihihi	Yes	No	Mud	No
h_115007801	0	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	Yes	["Firewood"]	Uganda	No	Borehole	Traditional	Closed	No	Earth and dung	Often	Middle	.30633315	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	2	No	No	5	Yes	No	Metal	2	2	No	Nagongera	Yes	No	Mud	Yes
h_201002408	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Open	No	Earth or sand	Seldom	Poorest	-.68652481	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	3	Yes	No	6	No	No	Metal	4	2	No	Walukuba	No	No	Mud	No
h_201029211	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	Yes	Public tap	Modern	Closed	No	Cement/concrete	Sometimes	Middle	-.18319979	["Uncovered pit latrine w/slab"]	No	Paraffin - wick lamp	2	3	Yes	No	3	No	No	Tiles	2	2	Yes	Walukuba	Yes	No	Cement	No
h_407005302	3	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	Yes	["Firewood"]	Uganda	Yes	Borehole	Modern	Closed	No	Cement/concrete	Always	Least poor	1.7385517	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	1	No	No	10	Yes	No	Metal	5	3	Yes	Kihihi	Yes	No	Cement	No
h_362002701	2	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth or sand	Sometimes	Middle	-.40698734	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	0	Yes	No	4	Yes	No	Metal	4	2	No	Kihihi	Yes	No	Mud	No
h_207000302	0	Screened airbricks	No	Yes	Yes	Yes	No	No	No	No	No	No	["Charcoal"]	Uganda	Yes	Public tap	Modern	Closed	No	Cement/concrete	Never	Least poor	2.4857001	["Vip latrine"]	No	Paraffin - hurricane lamp	2	1	Yes	No	6	Yes	No	Metal	3	1	Yes	Walukuba	Yes	No	Cement	No
h_105006801	0	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth and dung	Sometimes	Poorest	-2.4169199	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	2	No	No	5	No	No	Thatch	2	1	No	Nagongera	No	No	Mud	No
h_205026501	0	No airbricks	No	Yes	Yes	No	No	No	No	Yes	Yes	No	["Charcoal"]	Uganda	Yes	Piped into yard/compound	Traditional	Open	Yes	Earth or sand	Seldom	Least poor	2.0208681	["Covered pit latrine no slab"]	No	Electricity	4	4	Yes	No	5	Yes	No	Metal	3	2	Yes	Walukuba	Yes	Yes	Wood	No
h_312002201	5	Unscreened airbricks	No	No	Yes	No	No	No	No	No	Yes	Yes	["Firewood"]	Uganda	Yes	River/stream	Traditional	Closed	No	Earth or sand	Always	Least poor	1.3948001	["Covered pit latrine no slab"]	Yes	Paraffin - wick lamp	2	0	No	No	10	Yes	No	Metal	8	3	Yes	Kihihi	Yes	No	Mud	No
h_214000915	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Open	No	Cement/concrete	Sometimes	Middle	.45332471	["Flush toilet"]	No	Paraffin - hurricane lamp	2	4	Yes	No	4	Yes	No	Metal	2	1	Yes	Walukuba	Yes	No	Cement	No
h_137000401	10	Unscreened airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Modern	Closed	No	Cement/concrete	Never	Least poor	.86899656	["Covered pit latrine w/slab"]	No	Paraffin - wick lamp	3	2	Yes	Yes	4	No	No	Metal	5	2	No	Nagongera	Yes	No	Cement	No
h_217001702	0	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Pipe into dwelling	Traditional	Open	No	Cement/concrete	Seldom	Middle	-.11239571	["Uncovered pit latrine w/slab"]	No	Paraffin - hurricane lamp	3	4	Yes	Yes	6	No	No	Tiles	3	2	No	Walukuba	Yes	No	Cement	No
h_206021604	0	No airbricks	No	No	Yes	No	No	No	No	No	No	No	["Firewood"]	Uganda	No	Public tap	Traditional	Open	No	Earth or sand	Seldom	Poorest	-2.1133738	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	2	2	No	No	2	No	No	Metal	1	1	No	Walukuba	No	No	Mud	No
h_205038904	0	No airbricks	No	No	No	Yes	No	No	No	No	No	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Open	No	Earth and dung	Seldom	Least poor	1.739624	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	3	6	Yes	No	6	Yes	No	Metal	4	2	No	Walukuba	Yes	No	Wood	No
h_114002801	1	No airbricks	No	No	Yes	Yes	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Open	No	Earth or sand	Sometimes	Poorest	-.69482136	["Covered pit latrine no slab"]	No	Paraffin - wick lamp	2	2	Yes	No	11	No	No	Thatch	4	2	No	Nagongera	No	No	Mud	No
h_205038705	0	No airbricks	No	Yes	Yes	No	No	No	No	No	No	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Open	No	Earth or sand	Seldom	Middle	.4793523	["Covered pit latrine no slab"]	No	Candles	3	7	Yes	No	3	Yes	No	Metal	2	1	No	Walukuba	No	No	Wood	Yes
h_206030201	0	No airbricks	No	No	Yes	No	No	No	No	No	Yes	No	["Charcoal"]	Uganda	No	Public tap	Traditional	Closed	No	Earth and dung	Often	Middle	.27915522	["Covered pit latrine w/slab"]	No	Paraffin - wick lamp	2	0	Yes	No	5	Yes	No	Metal	3	1	No	Walukuba	Yes	No	Mud	No
h_405006901	.5	Unscreened airbricks	No	Yes	Yes	No	No	No	No	No	Yes	No	["Firewood"]	Uganda	No	Borehole	Traditional	Closed	No	Earth or sand	Sometimes	Middle	-.23281789	["Uncovered pit latrine no slab"]	No	Paraffin - wick lamp	3	2	Yes	No	5	Yes	No	Metal	2	2	No	Kihihi	Yes	No	Mud	No
